,,,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
0,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
0,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
0,Age_60_69,CURED,0,0,0,0,0,0,0,958,0
0,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
0,Age_70_79,HEALTHY,1519321,142,0,0,0,0,0,0,0
0,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1202,127,0,0,0,0,52,0
0,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,231,59,0,0,0,49,0
0,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,215,1,0,0,11,0
0,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
0,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
0,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
0,Age_70_79,CURED,0,0,0,0,0,0,0,700,0
0,Age_70_79,DEAD,0,0,0,0,0,0,0,0,0
0,Age_80_150,HEALTHY,797374,72,0,0,0,0,0,0,0
0,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,645,58,0,0,0,0,20,0
0,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,117,25,0,0,0,34,0
0,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,112,0,0,0,6,0
0,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
0,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
0,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
0,Age_80_150,CURED,0,0,0,0,0,0,0,357,0
0,Age_80_150,DEAD,0,0,0,0,0,0,0,0,0
1,Age_0_9,HEALTHY,1779301,568,0,0,0,0,0,0,0
1,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1701,163,0,0,0,0,72,0
1,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,283,62,0,0,0,58,0
1,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,304,0,0,0,30,0
1,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_0_9,CURED,0,0,0,0,0,0,0,962,0
1,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
1,Age_10_19,HEALTHY,2003960,430,0,0,0,0,0,0,0
1,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1811,155,0,0,0,0,63,0
1,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,332,101,0,0,0,71,0
1,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,325,0,0,0,26,0
1,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_10_19,CURED,0,0,0,0,0,0,0,1060,0
1,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
1,Age_20_29,HEALTHY,2196953,526,0,0,0,0,0,0,0
1,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1977,191,0,0,0,0,78,0
1,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,335,80,0,0,0,93,0
1,Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,359,0,0,0,25,0
1,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_20_29,CURED,0,0,0,0,0,0,0,1171,0
1,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
1,Age_30_39,HEALTHY,2103462,532,0,0,0,0,0,0,0
1,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1928,186,0,0,0,0,62,0
1,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,345,80,0,0,0,87,0
1,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,358,0,0,0,21,0
1,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_30_39,CURED,0,0,0,0,0,0,0,1138,0
1,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
1,Age_40_49,HEALTHY,2256093,565,0,0,0,0,0,0,0
1,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2055,192,0,0,0,0,62,0
1,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,335,86,0,0,0,86,0
1,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,364,0,0,0,28,0
1,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_40_49,CURED,0,0,0,0,0,0,0,1241,0
1,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
1,Age_50_59,HEALTHY,2502898,585,0,0,0,0,0,0,0
1,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2219,222,0,0,0,0,58,0
1,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,409,106,0,0,0,101,0
1,Age_50_59,INFECTED_SYMPTOMS_MILD,0,0,0,432,0,0,0,35,0
1,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_50_59,CURED,0,0,0,0,0,0,0,1323,0
1,Age_50_59,DEAD,0,0,0,0,0,0,0,0,0
1,Age_60_69,HEALTHY,2085663,323,0,0,0,0,0,0,0
1,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1692,155,0,0,0,0,72,0
1,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,319,83,0,0,0,86,0
1,Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,366,0,0,0,25,0
1,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_60_69,CURED,0,0,0,0,0,0,0,1129,0
1,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
1,Age_70_79,HEALTHY,1519177,144,0,0,0,0,0,0,0
1,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1180,116,0,0,0,0,48,0
1,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,252,58,0,0,0,48,0
1,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,258,0,1,0,15,0
1,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,1,0,0,0,0
1,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_70_79,CURED,0,0,0,0,0,0,0,812,0
1,Age_70_79,DEAD,0,0,0,0,0,0,0,0,0
1,Age_80_150,HEALTHY,797304,70,0,0,0,0,0,0,0
1,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,643,58,0,0,0,0,16,0
1,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,120,28,0,0,0,27,0
1,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,128,0,4,0,5,0
1,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_80_150,CURED,0,0,0,0,0,0,0,417,0
1,Age_80_150,DEAD,0,0,0,0,0,0,0,0,0
2,Age_0_9,HEALTHY,1778640,661,0,0,0,0,0,0,0
2,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2004,189,0,0,0,0,76,0
2,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,300,72,0,0,0,74,0
2,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,339,0,0,0,27,0
2,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_0_9,CURED,0,0,0,0,0,0,0,1122,0
2,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
2,Age_10_19,HEALTHY,2003443,517,0,0,0,0,0,0,0
2,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1950,221,0,0,0,0,70,0
2,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,325,73,0,0,0,89,0
2,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,393,0,0,0,33,0
2,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_10_19,CURED,0,0,0,0,0,0,0,1220,0
2,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
2,Age_20_29,HEALTHY,2196397,556,0,0,0,0,0,0,0
2,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2197,230,0,0,0,0,76,0
2,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,346,88,0,0,0,92,0
2,Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,408,0,0,0,31,0
2,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_20_29,CURED,0,0,0,0,0,0,0,1367,0
2,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
2,Age_30_39,HEALTHY,2102907,555,0,0,0,0,0,0,0
2,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2161,219,0,0,0,0,80,0
2,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,364,91,0,0,0,76,0
2,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,403,0,0,0,35,0
2,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_30_39,CURED,0,0,0,0,0,0,0,1308,0
2,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
2,Age_40_49,HEALTHY,2255516,577,0,0,0,0,0,0,0
2,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2300,241,0,0,0,0,79,0
2,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,367,77,0,0,0,83,0
2,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,425,0,0,0,25,0
2,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_40_49,CURED,0,0,0,0,0,0,0,1417,0
2,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
2,Age_50_59,HEALTHY,2502306,592,0,0,0,0,0,0,0
2,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2468,239,0,0,0,0,97,0
2,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,423,104,0,0,0,104,0
2,Age_50_59,INFECTED_SYMPTOMS_MILD,0,0,0,498,0,0,0,40,0
2,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_50_59,CURED,0,0,0,0,0,0,0,1517,0
2,Age_50_59,DEAD,0,0,0,0,0,0,0,0,0
2,Age_60_69,HEALTHY,2085340,323,0,0,0,0,0,0,0
2,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1805,155,0,0,0,0,55,0
2,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,302,86,0,0,0,86,0
2,Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,407,0,0,0,42,0
2,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_60_69,CURED,0,0,0,0,0,0,0,1312,0
2,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
2,Age_70_79,HEALTHY,1519020,157,0,0,0,0,0,0,0
2,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1166,116,0,0,0,0,42,0
2,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,244,64,0,0,0,60,0
2,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,293,0,2,0,21,0
2,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,1,0,0,0,0
2,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,1,0,0,0
2,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_70_79,CURED,0,0,0,0,0,0,0,923,0
2,Age_70_79,DEAD,0,0,0,0,0,0,0,0,0
2,Age_80_150,HEALTHY,797226,78,0,0,0,0,0,0,0
2,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,627,59,0,0,0,0,27,0
2,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,117,28,0,0,0,33,0
2,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,148,0,2,0,6,0
2,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,3,0,0,1
2,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_80_150,CURED,0,0,0,0,0,0,0,465,0
2,Age_80_150,DEAD,0,0,0,0,0,0,0,0,0
3,Age_0_9,HEALTHY,1777935,705,0,0,0,0,0,0,0
3,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2359,231,0,0,0,0,75,0
3,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,344,77,0,0,0,68,0
3,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,372,0,0,0,39,0
3,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_0_9,CURED,0,0,0,0,0,0,0,1299,0
3,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
3,Age_10_19,HEALTHY,2002873,570,0,0,0,0,0,0,0
3,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2170,223,0,0,0,0,74,0
3,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,357,90,0,0,0,99,0
3,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,436,0,0,0,30,0
3,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_10_19,CURED,0,0,0,0,0,0,0,1412,0
3,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
3,Age_20_29,HEALTHY,2195725,672,0,0,0,0,0,0,0
3,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2439,227,0,0,0,0,87,0
3,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,389,97,0,0,0,90,0
3,Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,460,0,0,0,36,0
3,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_20_29,CURED,0,0,0,0,0,0,0,1566,0
3,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
3,Age_30_39,HEALTHY,2102278,629,0,0,0,0,0,0,0
3,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2400,232,0,0,0,0,84,0
3,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,405,87,0,0,0,91,0
3,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,469,0,0,0,25,0
3,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_30_39,CURED,0,0,0,0,0,0,0,1499,0
3,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
3,Age_40_49,HEALTHY,2254891,625,0,0,0,0,0,0,0
3,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2555,231,0,0,0,0,91,0
3,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,395,123,0,0,0,90,0
3,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,465,0,0,0,37,0
3,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_40_49,CURED,0,0,0,0,0,0,0,1604,0
3,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
3,Age_50_59,HEALTHY,2501624,682,0,0,0,0,0,0,0
