,,,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
1,Age_20_29,CURED,0,0,0,0,0,0,0,1187,0
1,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
1,Age_30_39,HEALTHY,2103510,507,0,0,0,0,0,0,0
1,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1904,196,0,0,0,0,68,0
1,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,322,80,0,0,0,84,0
1,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,354,0,0,0,23,0
1,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_30_39,CURED,0,0,0,0,0,0,0,1151,0
1,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
1,Age_40_49,HEALTHY,2256145,495,0,0,0,0,0,0,0
1,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2059,201,0,0,0,0,69,0
1,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,361,79,0,0,0,85,0
1,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,380,0,0,0,24,0
1,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_40_49,CURED,0,0,0,0,0,0,0,1209,0
1,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
1,Age_50_59,HEALTHY,2502900,593,0,0,0,0,0,0,0
1,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2249,206,0,0,0,0,80,0
1,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,397,83,0,0,0,97,0
1,Age_50_59,INFECTED_SYMPTOMS_MILD,0,0,0,405,0,0,0,35,0
1,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_50_59,CURED,0,0,0,0,0,0,0,1343,0
1,Age_50_59,DEAD,0,0,0,0,0,0,0,0,0
1,Age_60_69,HEALTHY,2085695,302,0,0,0,0,0,0,0
1,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1699,184,0,0,0,0,61,0
1,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,329,75,0,0,0,70,0
1,Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,356,0,0,0,25,0
1,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,1,0,0,0,0
1,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_60_69,CURED,0,0,0,0,0,0,0,1116,0
1,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
1,Age_70_79,HEALTHY,1519170,157,0,0,0,0,0,0,0
1,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1189,122,0,0,0,0,37,0
1,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,237,76,0,0,0,59,0
1,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,243,0,0,0,15,0
1,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
1,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_70_79,CURED,0,0,0,0,0,0,0,805,0
1,Age_70_79,DEAD,0,0,0,0,0,0,0,0,0
1,Age_80_150,HEALTHY,797302,70,0,0,0,0,0,0,0
1,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,642,51,0,0,0,0,29,0
1,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,126,31,0,0,0,22,0
1,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,120,0,1,0,9,0
1,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
1,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,1,0,0,0
1,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
1,Age_80_150,CURED,0,0,0,0,0,0,0,416,0
1,Age_80_150,DEAD,0,0,0,0,0,0,0,0,0
2,Age_0_9,HEALTHY,1778678,626,0,0,0,0,0,0,0
2,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2021,210,0,0,0,0,69,0
2,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,288,75,0,0,0,72,0
2,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,320,0,0,0,34,0
2,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_0_9,CURED,0,0,0,0,0,0,0,1111,0
2,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
2,Age_10_19,HEALTHY,2003505,456,0,0,0,0,0,0,0
2,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1980,197,0,0,0,0,77,0
2,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,306,81,0,0,0,73,0
2,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,379,0,0,0,32,0
2,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_10_19,CURED,0,0,0,0,0,0,0,1248,0
2,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
2,Age_20_29,HEALTHY,2196371,563,0,0,0,0,0,0,0
2,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2235,220,0,0,0,0,80,0
2,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,330,104,0,0,0,85,0
2,Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,403,0,0,0,45,0
2,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_20_29,CURED,0,0,0,0,0,0,0,1352,0
2,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
2,Age_30_39,HEALTHY,2102955,555,0,0,0,0,0,0,0
2,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2128,200,0,0,0,0,83,0
2,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,352,80,0,0,0,86,0
2,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,405,0,0,0,29,0
2,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_30_39,CURED,0,0,0,0,0,0,0,1326,0
2,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
2,Age_40_49,HEALTHY,2255596,549,0,0,0,0,0,0,0
2,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2206,266,0,0,0,0,82,0
2,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,376,96,0,0,0,90,0
2,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,424,0,0,0,35,0
2,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_40_49,CURED,0,0,0,0,0,0,0,1387,0
2,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
2,Age_50_59,HEALTHY,2502322,578,0,0,0,0,0,0,0
2,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2517,249,0,0,0,0,76,0
2,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,413,89,0,0,0,101,0
2,Age_50_59,INFECTED_SYMPTOMS_MILD,0,0,0,458,0,0,0,30,0
2,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_50_59,CURED,0,0,0,0,0,0,0,1555,0
2,Age_50_59,DEAD,0,0,0,0,0,0,0,0,0
2,Age_60_69,HEALTHY,2085433,262,0,0,0,0,0,0,0
2,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1770,161,0,0,0,0,70,0
2,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,333,86,0,0,0,94,0
2,Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,403,0,1,0,27,0
2,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,1,0,0,0,0
2,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_60_69,CURED,0,0,0,0,0,0,0,1272,0
2,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
2,Age_70_79,HEALTHY,1519028,142,0,0,0,0,0,0,0
2,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1189,121,0,0,0,0,36,0
2,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,253,51,0,0,0,55,0
2,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,305,0,0,0,14,0
2,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
2,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_70_79,CURED,0,0,0,0,0,0,0,916,0
2,Age_70_79,DEAD,0,0,0,0,0,0,0,0,0
2,Age_80_150,HEALTHY,797220,82,0,0,0,0,0,0,0
2,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,638,60,0,0,0,0,14,0
2,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,122,25,0,0,0,30,0
2,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,138,0,4,0,9,0
2,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
2,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,2,0,0,0
2,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
2,Age_80_150,CURED,0,0,0,0,0,0,0,476,0
2,Age_80_150,DEAD,0,0,0,0,0,0,0,0,0
3,Age_0_9,HEALTHY,1778028,650,0,0,0,0,0,0,0
3,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2353,204,0,0,0,0,90,0
3,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,332,83,0,0,0,83,0
3,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,362,0,0,0,33,0
3,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_0_9,CURED,0,0,0,0,0,0,0,1286,0
3,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
3,Age_10_19,HEALTHY,2002965,540,0,0,0,0,0,0,0
3,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2143,218,0,0,0,0,75,0
3,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,311,89,0,0,0,103,0
3,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,419,0,0,0,41,0
3,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_10_19,CURED,0,0,0,0,0,0,0,1430,0
3,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
3,Age_20_29,HEALTHY,2195771,600,0,0,0,0,0,0,0
3,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2442,266,0,0,0,0,90,0
3,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,351,99,0,0,0,100,0
3,Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,467,0,0,0,40,0
3,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_20_29,CURED,0,0,0,0,0,0,0,1562,0
3,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
3,Age_30_39,HEALTHY,2102322,633,0,0,0,0,0,0,0
3,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2374,217,0,0,0,0,92,0
3,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,377,93,0,0,0,82,0
3,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,453,0,0,0,32,0
3,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_30_39,CURED,0,0,0,0,0,0,0,1524,0
3,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
3,Age_40_49,HEALTHY,2254991,605,0,0,0,0,0,0,0
3,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2444,239,0,0,0,0,72,0
3,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,412,116,0,0,0,114,0
3,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,482,0,0,0,38,0
3,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
3,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
3,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
3,Age_40_49,CURED,0,0,0,0,0,0,0,1594,0
3,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
3,Age_50_59,HEALTHY,2501665,657,0,0,0,0,0,0,0
