age,stage,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999899,2.70E-06,0.099997397
Age_20_29,CURED,0,0,0,0,0,0,0,1,0
Age_20_29,DEAD,0,0,0,0,0,0,0,0,1
Age_30_39,HEALTHY,0,0,0,0,0,0,0,0,0
Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.016108566,0.88257248,0.101318954,0,0,0,0,0,0
Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.091873366,0,0.66667432,0.241452314,0,0,0,0,0
Age_30_39,INFECTED_SYMPTOMS_MILD,0.03487,0,0,0.930226438,3.04E-05,2.06E-06,0,0.03487,0
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752306,0,0,0.037315939,0.006931755
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900000205,0,8.24E-06,0.099991557
Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900000205,8.24E-06,0.099991557
Age_30_39,CURED,0,0,0,0,0,0,0,1,0
Age_30_39,DEAD,0,0,0,0,0,0,0,0,1
Age_40_49,HEALTHY,0,0,0,0,0,0,0,0,0
Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.016164779,0.882576747,0.101258474,0,0,0,0,0,0
Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.091749126,0,0.666649908,0.241600965,0,0,0,0,0
Age_40_49,INFECTED_SYMPTOMS_MILD,0.03485,0,0,0.930226439,7.64E-05,3.44E-18,0,0.03485,0
Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752217,0,0,0.032789748,0.011458035
Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999822,0,2.36E-17,0.100000178
Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999822,2.36E-17,0.100000178
Age_40_49,CURED,0,0,0,0,0,0,0,1,0
Age_40_49,DEAD,0,0,0,0,0,0,0,0,1
Age_50_59,HEALTHY,0,0,0,0,0,0,0,0,0
Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.016129726,0.882573969,0.101296305,0,0,0,0,0,0
Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.091827699,0,0.666668621,0.24150368,0,0,0,0,0
Age_50_59,INFECTED_SYMPTOMS_MILD,0.03479,0,0,0.930226341,0.0001872,0,0,0.03479,0
Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752175,0,0,0.027131873,0.017115952
Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999655,0,1.49E-05,0.099985491
Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999655,1.49E-05,0.099985491
Age_50_59,CURED,0,0,0,0,0,0,0,1,0
Age_50_59,DEAD,0,0,0,0,0,0,0,0,1
Age_60_69,HEALTHY,0,0,0,0,0,0,0,0,0
Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.016085717,0.882571117,0.101343166,0,0,0,0,0,0
Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.091915097,0,0.666684966,0.241399937,0,0,0,0,0
Age_60_69,INFECTED_SYMPTOMS_MILD,0.03454,0,0,0.930226505,0.000537181,0.000157852,0,0.03454,0
Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.95575223,0,0,0.020342307,0.023905463
Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999963,0,4.14E-05,0.099958646
Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999963,4.14E-05,0.099958646
Age_60_69,CURED,0,0,0,0,0,0,0,1,0
Age_60_69,DEAD,0,0,0,0,0,0,0,0,1
Age_70_79,HEALTHY,0,0,0,0,0,0,0,0,0
Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.016164016,0.882575207,0.101260777,0,0,0,0,0,0
Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.09174543,0,0.666658638,0.241595931,0,0,0,0,0
Age_70_79,INFECTED_SYMPTOMS_MILD,0.03302,0,0,0.930225748,0.001307412,0.00242794,0,0.03302,0
Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752422,0,0,0.012421046,0.031826532
Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.89999985,0,6.88E-05,0.09993138
Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.89999985,6.88E-05,0.09993138
Age_70_79,CURED,0,0,0,0,0,0,0,1,0
Age_70_79,DEAD,0,0,0,0,0,0,0,0,1
Age_80_150,HEALTHY,0,0,0,0,0,0,0,0,0
Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.016104842,0.882574665,0.101320492,0,0,0,0,0,0
Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.091888353,0,0.666661908,0.241449739,0,0,0,0,0
Age_80_150,INFECTED_SYMPTOMS_MILD,0.02641,0,0,0.930224878,0.000292695,0.016658919,0,0.02641,0
Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752654,0,0,0.003367787,0.040879559
Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900000931,0,1.02E-17,0.099999069
Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900000931,1.02E-17,0.099999069
Age_80_150,CURED,0,0,0,0,0,0,0,1,0
Age_80_150,DEAD,0,0,0,0,0,0,0,0,1
