age,stage,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
Age_70_79,HEALTHY,0,0,0,0,0,0,0,0,0
Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.006153255,0.882574239,0.111272506,0,0,0,0,0,0
Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.069509131,0,0.666664279,0.26382659,0,0,0,0,0
Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,0.930225804,0.001307225,0.002427207,0,0.066039764,0
Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752463,0,0,0.012421176,0.031826361
Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900000003,0,1.62E-18,0.099999997
Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900000003,1.62E-18,0.099999997
Age_70_79,CURED,0,0,0,0,0,0,0,1,0
Age_70_79,DEAD,0,0,0,0,0,0,0,0,1
Age_80_150,HEALTHY,0,0,0,0,0,0,0,0,0
Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.006209581,0.882574845,0.111215575,0,0,0,0,0,0
Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.069380113,0,0.66666129,0.263958597,0,0,0,0,0
Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,0.930224918,0.00029304,0.016658989,0,0.052823053,0
Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752714,0,0,0.003367979,0.040879307
Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900000127,0,3.55E-19,0.099999873
Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900000127,3.55E-19,0.099999873
Age_80_150,CURED,0,0,0,0,0,0,0,1,0
Age_80_150,DEAD,0,0,0,0,0,0,0,0,1
