Corop,Agegroup,Stage,NumberInfected
AgglomeratieHaarlem,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieHaarlem,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieHaarlem,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieHaarlem,Age_20_29,CURED,0
AgglomeratieHaarlem,Age_20_29,DEAD,0
AgglomeratieHaarlem,Age_30_39,HEALTHY,1
AgglomeratieHaarlem,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,10
AgglomeratieHaarlem,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,2
AgglomeratieHaarlem,Age_30_39,INFECTED_SYMPTOMS_MILD,2
AgglomeratieHaarlem,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieHaarlem,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieHaarlem,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieHaarlem,Age_30_39,CURED,0
AgglomeratieHaarlem,Age_30_39,DEAD,0
AgglomeratieHaarlem,Age_40_49,HEALTHY,1
AgglomeratieHaarlem,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,11
AgglomeratieHaarlem,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,2
AgglomeratieHaarlem,Age_40_49,INFECTED_SYMPTOMS_MILD,2
AgglomeratieHaarlem,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieHaarlem,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieHaarlem,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieHaarlem,Age_40_49,CURED,0
AgglomeratieHaarlem,Age_40_49,DEAD,0
AgglomeratieHaarlem,Age_50_59,HEALTHY,1
AgglomeratieHaarlem,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,12
AgglomeratieHaarlem,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,3
AgglomeratieHaarlem,Age_50_59,INFECTED_SYMPTOMS_MILD,2
AgglomeratieHaarlem,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieHaarlem,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieHaarlem,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieHaarlem,Age_50_59,CURED,0
AgglomeratieHaarlem,Age_50_59,DEAD,0
AgglomeratieHaarlem,Age_60_69,HEALTHY,1
AgglomeratieHaarlem,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,10
AgglomeratieHaarlem,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,2
AgglomeratieHaarlem,Age_60_69,INFECTED_SYMPTOMS_MILD,2
AgglomeratieHaarlem,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieHaarlem,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieHaarlem,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieHaarlem,Age_60_69,CURED,0
AgglomeratieHaarlem,Age_60_69,DEAD,0
AgglomeratieHaarlem,Age_70_79,HEALTHY,1
AgglomeratieHaarlem,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,7
AgglomeratieHaarlem,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,2
AgglomeratieHaarlem,Age_70_79,INFECTED_SYMPTOMS_MILD,1
AgglomeratieHaarlem,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieHaarlem,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieHaarlem,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieHaarlem,Age_70_79,CURED,0
AgglomeratieHaarlem,Age_70_79,DEAD,0
AgglomeratieHaarlem,Age_80_150,HEALTHY,0
AgglomeratieHaarlem,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,4
AgglomeratieHaarlem,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,1
AgglomeratieHaarlem,Age_80_150,INFECTED_SYMPTOMS_MILD,1
AgglomeratieHaarlem,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieHaarlem,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieHaarlem,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieHaarlem,Age_80_150,CURED,0
AgglomeratieHaarlem,Age_80_150,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_0_9,HEALTHY,1
AgglomeratieLeidenenBollenstreek,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,14
AgglomeratieLeidenenBollenstreek,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,3
AgglomeratieLeidenenBollenstreek,Age_0_9,INFECTED_SYMPTOMS_MILD,2
AgglomeratieLeidenenBollenstreek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_0_9,CURED,0
AgglomeratieLeidenenBollenstreek,Age_0_9,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_10_19,HEALTHY,1
AgglomeratieLeidenenBollenstreek,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,16
AgglomeratieLeidenenBollenstreek,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
AgglomeratieLeidenenBollenstreek,Age_10_19,INFECTED_SYMPTOMS_MILD,3
AgglomeratieLeidenenBollenstreek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_10_19,CURED,0
AgglomeratieLeidenenBollenstreek,Age_10_19,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_20_29,HEALTHY,1
AgglomeratieLeidenenBollenstreek,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,18
AgglomeratieLeidenenBollenstreek,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
AgglomeratieLeidenenBollenstreek,Age_20_29,INFECTED_SYMPTOMS_MILD,3
AgglomeratieLeidenenBollenstreek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_20_29,CURED,0
AgglomeratieLeidenenBollenstreek,Age_20_29,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_30_39,HEALTHY,1
AgglomeratieLeidenenBollenstreek,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,17
AgglomeratieLeidenenBollenstreek,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
AgglomeratieLeidenenBollenstreek,Age_30_39,INFECTED_SYMPTOMS_MILD,3
AgglomeratieLeidenenBollenstreek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_30_39,CURED,0
AgglomeratieLeidenenBollenstreek,Age_30_39,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_40_49,HEALTHY,1
AgglomeratieLeidenenBollenstreek,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,18
AgglomeratieLeidenenBollenstreek,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
AgglomeratieLeidenenBollenstreek,Age_40_49,INFECTED_SYMPTOMS_MILD,3
AgglomeratieLeidenenBollenstreek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_40_49,CURED,0
AgglomeratieLeidenenBollenstreek,Age_40_49,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_50_59,HEALTHY,2
AgglomeratieLeidenenBollenstreek,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,20
AgglomeratieLeidenenBollenstreek,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
AgglomeratieLeidenenBollenstreek,Age_50_59,INFECTED_SYMPTOMS_MILD,3
AgglomeratieLeidenenBollenstreek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_50_59,CURED,0
AgglomeratieLeidenenBollenstreek,Age_50_59,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_60_69,HEALTHY,1
AgglomeratieLeidenenBollenstreek,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,17
AgglomeratieLeidenenBollenstreek,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
AgglomeratieLeidenenBollenstreek,Age_60_69,INFECTED_SYMPTOMS_MILD,3
AgglomeratieLeidenenBollenstreek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_60_69,CURED,0
AgglomeratieLeidenenBollenstreek,Age_60_69,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_70_79,HEALTHY,1
AgglomeratieLeidenenBollenstreek,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,12
AgglomeratieLeidenenBollenstreek,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,3
AgglomeratieLeidenenBollenstreek,Age_70_79,INFECTED_SYMPTOMS_MILD,2
AgglomeratieLeidenenBollenstreek,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_70_79,CURED,0
AgglomeratieLeidenenBollenstreek,Age_70_79,DEAD,0
AgglomeratieLeidenenBollenstreek,Age_80_150,HEALTHY,1
AgglomeratieLeidenenBollenstreek,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,6
AgglomeratieLeidenenBollenstreek,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,1
AgglomeratieLeidenenBollenstreek,Age_80_150,INFECTED_SYMPTOMS_MILD,1
AgglomeratieLeidenenBollenstreek,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieLeidenenBollenstreek,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
AgglomeratieLeidenenBollenstreek,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
AgglomeratieLeidenenBollenstreek,Age_80_150,CURED,0
AgglomeratieLeidenenBollenstreek,Age_80_150,DEAD,0
Agglomeratie_s_Gravenhage,Age_0_9,HEALTHY,1
Agglomeratie_s_Gravenhage,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,14
Agglomeratie_s_Gravenhage,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,3
Agglomeratie_s_Gravenhage,Age_0_9,INFECTED_SYMPTOMS_MILD,2
Agglomeratie_s_Gravenhage,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_0_9,CURED,0
Agglomeratie_s_Gravenhage,Age_0_9,DEAD,0
Agglomeratie_s_Gravenhage,Age_10_19,HEALTHY,1
Agglomeratie_s_Gravenhage,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,16
Agglomeratie_s_Gravenhage,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
Agglomeratie_s_Gravenhage,Age_10_19,INFECTED_SYMPTOMS_MILD,3
Agglomeratie_s_Gravenhage,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_10_19,CURED,0
Agglomeratie_s_Gravenhage,Age_10_19,DEAD,0
Agglomeratie_s_Gravenhage,Age_20_29,HEALTHY,1
Agglomeratie_s_Gravenhage,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,18
Agglomeratie_s_Gravenhage,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
Agglomeratie_s_Gravenhage,Age_20_29,INFECTED_SYMPTOMS_MILD,3
Agglomeratie_s_Gravenhage,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_20_29,CURED,0
Agglomeratie_s_Gravenhage,Age_20_29,DEAD,0
Agglomeratie_s_Gravenhage,Age_30_39,HEALTHY,1
Agglomeratie_s_Gravenhage,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,17
Agglomeratie_s_Gravenhage,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
Agglomeratie_s_Gravenhage,Age_30_39,INFECTED_SYMPTOMS_MILD,3
Agglomeratie_s_Gravenhage,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_30_39,CURED,0
Agglomeratie_s_Gravenhage,Age_30_39,DEAD,0
Agglomeratie_s_Gravenhage,Age_40_49,HEALTHY,1
Agglomeratie_s_Gravenhage,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,18
Agglomeratie_s_Gravenhage,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
Agglomeratie_s_Gravenhage,Age_40_49,INFECTED_SYMPTOMS_MILD,3
Agglomeratie_s_Gravenhage,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_40_49,CURED,0
Agglomeratie_s_Gravenhage,Age_40_49,DEAD,0
Agglomeratie_s_Gravenhage,Age_50_59,HEALTHY,2
Agglomeratie_s_Gravenhage,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,20
Agglomeratie_s_Gravenhage,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
Agglomeratie_s_Gravenhage,Age_50_59,INFECTED_SYMPTOMS_MILD,3
Agglomeratie_s_Gravenhage,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_50_59,CURED,0
Agglomeratie_s_Gravenhage,Age_50_59,DEAD,0
Agglomeratie_s_Gravenhage,Age_60_69,HEALTHY,1
Agglomeratie_s_Gravenhage,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,17
Agglomeratie_s_Gravenhage,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
Agglomeratie_s_Gravenhage,Age_60_69,INFECTED_SYMPTOMS_MILD,3
Agglomeratie_s_Gravenhage,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_60_69,CURED,0
Agglomeratie_s_Gravenhage,Age_60_69,DEAD,0
Agglomeratie_s_Gravenhage,Age_70_79,HEALTHY,1
Agglomeratie_s_Gravenhage,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,12
Agglomeratie_s_Gravenhage,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,3
Agglomeratie_s_Gravenhage,Age_70_79,INFECTED_SYMPTOMS_MILD,2
Agglomeratie_s_Gravenhage,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_70_79,CURED,0
Agglomeratie_s_Gravenhage,Age_70_79,DEAD,0
Agglomeratie_s_Gravenhage,Age_80_150,HEALTHY,1
Agglomeratie_s_Gravenhage,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,6
Agglomeratie_s_Gravenhage,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,1
Agglomeratie_s_Gravenhage,Age_80_150,INFECTED_SYMPTOMS_MILD,1
Agglomeratie_s_Gravenhage,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Agglomeratie_s_Gravenhage,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Agglomeratie_s_Gravenhage,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Agglomeratie_s_Gravenhage,Age_80_150,CURED,0
Agglomeratie_s_Gravenhage,Age_80_150,DEAD,0
Alkmaarenomgeving,Age_0_9,HEALTHY,1
Alkmaarenomgeving,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,9
Alkmaarenomgeving,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,2
